wins,losses,win_rate,avg_reward,std_reward,avg_episode_length,model_name,algorithm,model_path,timesteps,timestamp
76,124,38.0,21.666,75.71996727416092,27.235,Best Recurrent PPO,RECURRENTPPO,models/best_recurrent_ppo_uno.zip,1000,2025-12-28 00:24:01
